"","FileID","Corpus","Register","Output","Token","Tag","TagGold","Evaluation"
"20","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","written_PASSCOMM","written","PASS","PEAS",FALSE
"21","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"22","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","book_NN","book","NN","NN",TRUE
"23","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","about_IN","about","IN","IN",TRUE
"24","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","English_JJ","English","JJ","JJ",TRUE
"25","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","public_JJ","public","JJ","JJ",TRUE
"26","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","schools_NN","schools","NN","NN",TRUE
"27","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"28","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","David_NN","David","NN","NN",TRUE
"29","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"30","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","welcome_RB","welcome","RB","RB",TRUE
"31","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"32","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Why_WHQU","Why","WHQU","WHQU",TRUE
"33","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","did_VBDDOAUX","did","VBD","VBD",TRUE
"34","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","you_SPP2","you","SPP2","SPP2",TRUE
"35","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","choose_VBMENTAL","choose","VB","VB",TRUE
"36","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","this_DEMO","this","DEMO","DEMO",TRUE
"37","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","topic_NN","topic","NN","NN",TRUE
"38","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","?_.","?",".",".",TRUE
"39","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Guest_NN","Guest","NN","NN",TRUE
"40","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Well_DMA","Well","DMA","DMA",TRUE
"41","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"42","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"43","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","did_VBDDOAUX","did","VBD","VBD",TRUE
"44","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","n't_XX0CONT","n't","XX0","XX0",TRUE
"45","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","actually_DMA","actually","DMA","DMA",TRUE
"46","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","go_VB","go","VB","VB",TRUE
"47","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_IN","to","IN","IN",TRUE
"48","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"49","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","public_JJ","public","JJ","JJ",TRUE
"50","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","school_NN","school","NN","NN",TRUE
"51","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","myself_FPP1S","myself","FPP1S","FPP1S",TRUE
"52","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","--_:","--",":",":",TRUE
"53","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"54","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","went_VBD","went","VBD","VBD",TRUE
"55","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_IN","to","IN","IN",TRUE
"56","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","an_DT","an","DT","DT",TRUE
"57","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","ordinary_JJ","ordinary","JJ","JJ",TRUE
"58","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","state_NN","state","NN","NN",TRUE
"59","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","school_NNNCOMP","school","NN","NN",TRUE
"60","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","--_:","--",":",":",TRUE
"61","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","but_CC","but","CC","CC",TRUE
"62","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"63","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'ve_VPRTCONTSPLIT","'ve","VPRT","VPRT",TRUE
"64","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","always_FREQ","always","FREQ","FREQ",TRUE
"65","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","been_PEAS","been","PEAS","PEAS",TRUE
"66","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","fascinated_PASS","fascinated","PASS","PASS",TRUE
"67","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","by_IN","by","IN","IN",TRUE
"68","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"69","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","idea_NN","idea","NN","NN",TRUE
"70","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","of_IN","of","IN","IN",TRUE
"71","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","them_TPP3P","them","TPP3P","TPP3P",TRUE
"72","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"73","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","and_CC","and","CC","CC",TRUE
"74","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","by_IN","by","IN","IN",TRUE
"75","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","their_TPP3P","their","TPP3P","TPP3P",TRUE
"76","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","traditions_NN","traditions","NN","NN",TRUE
"77","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"78","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","And_CC","And","CC","CC",TRUE
"79","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"80","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'m_VPRTCONTBEMA","'m","VPRT","VPRT",TRUE
"81","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","sure_JPRED","sure","JPRED","JPRED",TRUE
"82","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"83","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'m_VPRTCONTBEMA","'m","VPRT","VPRT",TRUE
"84","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","not_XX0","not","XX0","XX0",TRUE
"85","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"86","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","only_DWNT","only","DWNT","QUAN",FALSE
"87","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","one_CD","one","CD","CD",TRUE
"88","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"89","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","In_IN","In","IN","IN",TRUE
"90","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","fact_NNELAB","fact","NN","NN",TRUE
"91","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"92","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","since_IN","since","IN","IN",TRUE
"93","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"94","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","wrote_VBDCOMM","wrote","VBD","VBD",TRUE
"95","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","my_FPP1S","my","FPP1S","FPP1S",TRUE
"96","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","book_NN","book","NN","NN",TRUE
"97","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"98","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","I_FPP1S","I","FPP1S","FPP1S",TRUE
"99","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'ve_VPRTCONT","'ve","VPRT","VPRT",TRUE
"100","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","met_PEASACT","met","PEAS","PEAS",TRUE
"101","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","lots_QUAN","lots","QUAN","QUAN",TRUE
"102","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","of_IN","of","IN","IN",TRUE
"103","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","other_JJ","other","JJ","JJ",TRUE
"104","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","people_NN","people","NN","NN",TRUE
"105","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","who_WHSC","who","WHSC","WHSC",TRUE
"106","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","share_VPRTACT","share","VPRT","VPRT",TRUE
"107","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","my_FPP1S","my","FPP1S","FPP1S",TRUE
"108","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","interest_NN","interest","NN","NN",TRUE
"109","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"110","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Interviewer_NN","Interviewer","NN","NN",TRUE
"111","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Really_EMPH","Really","EMPH","EMPH",TRUE
"112","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","?_.","?",".",".",TRUE
"113","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Now_TIME","Now","TIME","TIME",TRUE
"114","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"115","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","in_IN","in","IN","IN",TRUE
"116","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","your_SPP2","your","SPP2","SPP2",TRUE
"117","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","book_NN","book","NN","NN",TRUE
"118","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"119","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","you_SPP2","you","SPP2","SPP2",TRUE
"120","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","describe_VPRTCOMM","describe","VPRT","VPRT",TRUE
"121","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","quite_RB","quite","RB","RB",TRUE
"122","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"123","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","few_QUAN","few","QUAN","QUAN",TRUE
"124","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","of_IN","of","IN","IN",TRUE
"125","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","these_DEMO","these","DEMO","DEMO",TRUE
"126","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","traditions_NN","traditions","NN","NN",TRUE
"127","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"128","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","For_IN","For","IN","IN",TRUE
"129","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","example_NNELAB","example","NN","NN",TRUE
"130","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"131","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"132","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Eton_NN","Eton","NN","NN",TRUE
"133","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Wall_NN","Wall","NN","NN",TRUE
"134","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Game_NN","Game","NN","NN",TRUE
"135","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","is_VPRTBEMA","is","VPRT","VPRT",TRUE
"136","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"137","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","very_AMP","very","AMP","AMP",TRUE
"138","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","old_JJ","old","JJ","JJ",TRUE
"139","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","tradition_NN","tradition","NN","NN",TRUE
"140","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"141","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","It_PIT","It","PIT","PIT",TRUE
"142","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","dates_VPRT","dates","VPRT","VPRT",TRUE
"143","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","back_RB","back","RB","RB",TRUE
"144","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_IN","to","IN","IN",TRUE
"145","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","..._:","...",":",":",TRUE
"146","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","when_WHQU","when","WHQU","WHQU",TRUE
"147","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","exactly_RB","exactly","RB","RB",TRUE
"148","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","?_.","?",".",".",TRUE
"149","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Guest_NN","Guest","NN","NN",TRUE
"150","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"151","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Yes_DMA","Yes","DMA","DMA",TRUE
"152","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"153","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","it_PIT","it","PIT","PIT",TRUE
"154","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'s_VPRTCONTBEMA","'s","VPRT","VPRT",TRUE
"155","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"156","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","game_NN","game","NN","NN",TRUE
"157","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","that_THRC","that","THRC","THRC",TRUE
"158","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","is_VPRT","is","VPRT","VPRT",TRUE
"159","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","played_PASSACT","played","PASS","PASS",TRUE
"160","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","only_DWNT","only","DWNT","DWNT",TRUE
"161","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","at_IN","at","IN","IN",TRUE
"162","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Eton_NN","Eton","NN","NN",TRUE
"163","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","College_NN","College","NN","NN",TRUE
"164","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"165","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","It_PIT","It","PIT","PIT",TRUE
"166","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'s_VPRTCONTBEMA","'s","VPRT","VPRT",TRUE
"167","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"168","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","bit_QUAN","bit","QUAN","QUAN",TRUE
"169","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","like_LIKE","like","LIKE","LIKE",TRUE
"170","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","football_NN","football","NN","NN",TRUE
"171","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"172","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","but_CC","but","CC","CC",TRUE
"173","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"174","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","pitch_NN","pitch","NN","NN",TRUE
"175","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","is_VPRTBEMA","is","VPRT","VPRT",TRUE
"176","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","very_AMP","very","AMP","AMP",TRUE
"177","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","narrow_JPRED","narrow","JPRED","JPRED",TRUE
"178","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","and_CC","and","CC","CC",TRUE
"179","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","it_PIT","it","PIT","PIT",TRUE
"180","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'s_VPRTCONTBEMA","'s","VPRT","VPRT",TRUE
"181","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","next_JPRED","next","JPRED","JPRED",TRUE
"182","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_IN","to","IN","IN",TRUE
"183","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"184","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","wall_NN","wall","NN","NN",TRUE
"185","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"186","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Each_QUAN","Each","QUAN","QUAN",TRUE
"187","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","team_NN","team","NN","NN",TRUE
"188","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","has_MDNE","has","MDNE","MDNE",TRUE
"189","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_TO","to","IN","IN",TRUE
"190","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","get_VB","get","VB","VB",TRUE
"191","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"192","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","ball_NN","ball","NN","NN",TRUE
"193","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_IN","to","IN","IN",TRUE
"194","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"195","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","end_NN","end","NN","NN",TRUE
"196","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","of_IN","of","IN","IN",TRUE
"197","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"198","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","wall_NN","wall","NN","NN",TRUE
"199","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"200","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","If_COND","If","COND","COND",TRUE
"201","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","they_TPP3P","they","TPP3P","TPP3P",TRUE
"202","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","do_VPRTACT","do","VPRT","VPRT",TRUE
"203","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","that_DEMO","that","DEMO","DEMO",TRUE
"204","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"205","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","they_TPP3P","they","TPP3P","TPP3P",TRUE
"206","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","score_VPRT","score","VPRT","VPRT",TRUE
"207","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"208","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","goal_NN","goal","NN","NN",TRUE
"209","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","._.",".",".",".",TRUE
"210","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","But_CC","But","CC","CC",TRUE
"211","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","it_PIT","it","PIT","PIT",TRUE
"212","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","'s_VPRTCONTBEMA","'s","VPRT","VPRT",TRUE
"213","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","so_EMPH","so","EMPH","EMPH",TRUE
"214","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","difficult_JPRED","difficult","JPRED","JPRED",TRUE
"215","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","to_TO","to","IN","IN",TRUE
"216","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","score_VB","score","VB","VB",TRUE
"217","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","that_THSC","that","THSC","THSC",TRUE
"218","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
"219","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","last_JJ","last","JJ","JJ",TRUE
"220","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","goal_NN","goal","NN","NN",TRUE
"221","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","was_VBDBEMA","was","VBD","VBD",TRUE
"222","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","in_INSTPR","in","IN","IN",TRUE
"223","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"224","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","more_QUAN","more","JJ","JJ",TRUE
"225","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","than_IN","than","IN","IN",TRUE
"226","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","a_DT","a","DT","DT",TRUE
"227","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","hundred_CD","hundred","CD","CD",TRUE
"228","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","years_NN","years","NN","NN",TRUE
"229","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","ago_TIME","ago","TIME","TIME",TRUE
"230","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","!_.","!",".",".",TRUE
"231","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Interviewer_NN","Interviewer","NN","NN",TRUE
"232","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Are_VPRT","Are","VPRT","VPRT",TRUE
"233","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","there_EX","there","EX","EX",TRUE
"234","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","any_QUAN","any","QUAN","QUAN",TRUE
"235","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","other_JJ","other","JJ","JJ",TRUE
"236","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","unusual_JJ","unusual","JJ","JJ",TRUE
"237","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","games_NN","games","NN","NN",TRUE
"238","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","played_VBNACT","played","VBN","VBN",TRUE
"239","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","at_IN","at","IN","IN",TRUE
"240","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","public_JJ","public","JJ","JJ",TRUE
"241","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","schools_NN","schools","NN","NN",TRUE
"242","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","?_.","?",".",".",TRUE
"243","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Guest_NN","Guest","NN","NN",TRUE
"244","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","Well_DMA","Well","DMA","DMA",TRUE
"245","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation",",_,",",",",",",",TRUE
"246","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","of_IN","of","IN","IN",TRUE
"247","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","course_DMA","course","DMA","DMA",TRUE
"248","Solutions_Intermediate_Spoken_0032","TEC-Sp","Conversation","the_DT","the","DT","DT",TRUE
