Filename	Level	Dim1	Dim2	Dim3	Dim4	Dim5	Dim6	TextType
Access_2_Spoken_0011.txt	B	21.7179	-5.0352	-6.1615	-5.6661	-3.6080	0.5128	Informational interaction
Access_2_Spoken_0012.txt	B	6.3878	-5.4736	0.2549	3.7951	-2.1520	-1.6343	Involved persuasion
Access_2_Spoken_0013.txt	B	9.9175	-5.2499	-3.4629	0.4181	-2.5299	-0.6705	Involved persuasion
Access_2_Spoken_0014.txt	B	15.7796	-5.3971	-1.6424	-6.1774	-3.9201	-2.7143	Involved persuasion
Access_2_Spoken_0015.txt	B	15.4533	-5.0928	-3.0473	-2.8011	-3.3662	0.6174	Involved persuasion
Access_2_Spoken_0016.txt	B	7.5089	-1.3987	-1.1996	-1.9249	-3.5864	5.2576	Involved persuasion
Access_2_Spoken_0017.txt	B	19.6514	-5.1852	0.2667	-6.2799	-3.7439	-1.3088	Informational interaction
Access_2_Spoken_0018.txt	B	19.4968	-4.3956	-1.7655	-5.3921	-2.5318	-0.7226	Informational interaction
Access_2_Spoken_0019.txt	B	17.5858	-6.0153	-0.9385	-4.4676	-3.7254	-0.9414	Informational interaction
Access_2_Spoken_0020.txt	B	16.4383	-5.5928	0.0836	-5.8796	-2.7598	-2.9741	Involved persuasion
Access_2_Spoken_0021.txt	B	15.9894	-5.0182	-1.1495	-1.9836	-2.7709	-1.0869	Involved persuasion
Access_2_Spoken_0022.txt	B	24.6911	-5.9741	-5.4186	3.7844	-3.7197	-2.8650	Informational interaction
Access_2_Spoken_0023.txt	B	11.8025	-5.6375	-2.5778	4.6689	-3.4970	-2.4974	Involved persuasion
Access_3_Informative_0001.txt	C	-4.8035	-6.3282	4.0414	-1.0539	-2.9957	-2.2805	General narrative exposition
Access_3_Informative_0002.txt	C	-8.7642	-3.8737	5.1864	-5.9235	-1.3771	-1.8531	General narrative exposition
Access_3_Informative_0003.txt	C	-12.6764	-1.8492	3.0609	-5.3602	-1.0338	-2.0905	General narrative exposition
Access_3_Informative_0004.txt	C	-3.4211	-3.3575	1.3777	-2.9408	-2.2893	-1.7767	General narrative exposition
Access_3_Informative_0005.txt	C	-12.5539	-1.1256	2.7703	-6.3730	-0.9689	-1.0854	General narrative exposition
Access_3_Informative_0006.txt	C	-11.7025	-2.0179	4.4956	-4.0798	0.7629	-1.9200	General narrative exposition
Access_3_Informative_0007.txt	C	-9.9460	-5.1563	5.4974	-6.0829	0.4312	-3.4950	General narrative exposition
Access_3_Instructional_0001.txt	C	-1.8544	-0.7656	4.5116	-1.1259	-3.9201	-1.0498	Involved persuasion
Access_3_Instructional_0002.txt	C	-1.2186	0.0064	2.0623	-4.5898	-0.8466	-0.7996	General narrative exposition
Access_3_Instructional_0003.txt	C	0.8461	-1.5148	3.3846	-0.1411	-2.3976	-1.0450	Involved persuasion
Access_3_Instructional_0004.txt	C	-0.1776	-0.5625	3.4420	2.9825	-3.9201	-0.8729	Involved persuasion
Access_3_Instructional_0005.txt	C	-3.8386	-2.2013	1.6686	-3.1803	-2.9207	-1.9629	General narrative exposition
Access_3_Instructional_0006.txt	C	-2.7094	-1.0650	3.3519	-4.9053	-3.3244	-0.9986	General narrative exposition
Access_3_Instructional_0007.txt	C	-2.5165	-0.5999	2.2799	-2.1355	-2.1512	-1.8679	General narrative exposition
Access_3_Instructional_0008.txt	C	-6.7670	1.3219	3.8746	-1.4491	-1.6029	-0.8198	General narrative exposition
Access_3_Instructional_0009.txt	C	-5.3283	-0.7294	3.3967	2.3741	-0.8092	-1.3840	General narrative exposition
Access_3_Instructional_0010.txt	C	-3.5813	-0.7751	5.3470	-4.4972	-2.0601	-1.3691	General narrative exposition
Access_3_Instructional_0011.txt	C	-1.2299	0.2523	4.2805	0.0071	-2.1298	-2.3839	Involved persuasion
Access_3_Instructional_0012.txt	C	1.8241	-0.6580	0.1414	-5.3791	-1.6037	-1.9786	Involved persuasion
Access_3_Instructional_0013.txt	C	-7.5483	-2.8947	2.8480	2.3288	-2.4565	2.6819	General narrative exposition
Access_3_Instructional_0014.txt	C	-7.1631	-5.2032	2.4592	-0.1832	-3.9201	0.8340	General narrative exposition
Access_3_Narrative_0001.txt	C	15.3355	3.7834	-0.9723	2.0770	-1.6589	-2.4798	Imaginative narrative
Access_3_Narrative_0002.txt	C	5.3218	3.0266	-0.3792	-1.9368	0.4903	-3.2715	Imaginative narrative
Access_3_Narrative_0003.txt	C	7.6237	2.7268	-1.0871	1.0506	-2.6195	-1.5167	Imaginative narrative
Access_3_Narrative_0004.txt	C	2.9860	2.4716	-5.1283	2.0604	-2.5857	-1.3222	Imaginative narrative
Access_3_Narrative_0005.txt	C	0.0727	3.1039	-2.5619	-1.3149	-3.7438	-1.4306	Imaginative narrative
Access_3_Narrative_0006.txt	C	12.8920	0.8020	-4.0406	-0.4384	-3.6701	-0.9616	Imaginative narrative
Access_3_Narrative_0007.txt	C	1.2097	1.3932	0.2304	-1.7616	-1.7293	-1.8043	Involved persuasion
Access_3_Narrative_0008.txt	C	6.9145	3.5544	-1.9964	5.3471	-1.5564	-1.2100	Imaginative narrative
Access_3_Narrative_0009.txt	C	2.4973	4.6589	2.1110	0.2731	0.0296	0.4954	Imaginative narrative
Access_3_Narrative_0010.txt	C	2.4599	0.7284	-0.7938	-3.8569	-2.3310	-1.6435	Imaginative narrative
Access_3_Narrative_0011.txt	C	5.0169	10.6236	-1.1370	-2.5631	-1.4981	-1.3805	Imaginative narrative
Access_3_Narrative_0012.txt	C	-0.8234	2.2710	1.2759	-4.2658	-2.1189	1.2262	General narrative exposition
Access_3_Narrative_0013.txt	C	-2.4361	3.8357	-8.2436	-3.2271	-3.9201	-2.4462	Situated reportage
Access_3_Narrative_0014.txt	C	5.3835	4.6920	-1.9706	2.3257	-3.4476	-1.6514	Imaginative narrative
Access_3_Narrative_0015.txt	C	1.3796	8.5752	-2.2266	-1.7640	-1.1143	-1.5336	Imaginative narrative
Access_3_Narrative_0016.txt	C	8.9946	6.5896	0.0063	-0.0172	-1.2534	-3.4950	Imaginative narrative
Access_3_Personal_0001.txt	C	-2.4813	-3.8211	1.4999	0.4434	-2.6982	-2.2150	Involved persuasion
Access_3_Personal_0002.txt	C	8.4528	-0.2591	-3.1722	1.2571	-0.8901	0.0352	Involved persuasion
Access_3_Personal_0003.txt	C	-1.7007	-2.9527	-0.1345	-6.1404	1.8973	-3.4950	General narrative exposition
Access_3_Personal_0004.txt	C	-2.3287	-0.1614	2.1626	-2.0703	1.1179	-3.4950	General narrative exposition
Access_3_Poetry_0001.txt	C	-2.1795	-4.9217	-2.5270	1.9593	-3.2138	-1.8300	Involved persuasion
Access_3_Poetry_0002.txt	C	-0.0516	3.9972	0.6774	2.5574	-2.8448	-3.4950	Imaginative narrative
Access_3_Spoken_0001.txt	C	12.8537	-5.6998	-0.7944	-2.5996	-3.9201	-0.5986	Involved persuasion
Access_3_Spoken_0002.txt	C	9.8907	-3.4927	-1.1012	-2.5805	-0.9968	0.1218	Involved persuasion
Access_3_Spoken_0003.txt	C	34.8420	0.6981	-1.9782	5.4220	-3.0247	-1.2436	Informational interaction
Access_3_Spoken_0004.txt	C	24.6105	-3.3826	3.8246	-0.2313	-1.2856	-2.9036	Informational interaction
Access_3_Spoken_0005.txt	C	13.3963	-4.1608	-2.9217	0.7155	-3.5404	-1.1081	Involved persuasion
Access_3_Spoken_0006.txt	C	6.8766	-2.5098	-0.8090	-2.5918	-3.7226	-1.3222	Involved persuasion
Access_3_Spoken_0007.txt	C	23.6648	-6.1052	-3.3215	-1.8705	-2.2926	-0.9081	Informational interaction
Access_3_Spoken_0008.txt	C	22.4365	-4.6618	-2.0790	7.8886	-0.8130	-0.3224	Informational interaction
Access_3_Spoken_0009.txt	C	16.5267	-5.7977	-1.9807	1.2895	-2.5527	-2.0495	Involved persuasion
Access_3_Spoken_0010.txt	C	22.2892	-5.4426	-2.2321	2.0562	-2.2546	-1.5550	Informational interaction
Access_3_Spoken_0011.txt	C	8.6659	-3.9753	-0.1009	1.4615	-2.7911	-0.6562	Involved persuasion
Access_3_Spoken_0012.txt	C	2.1253	-3.2990	-2.1898	-2.9578	-1.4974	-1.1522	Involved persuasion
Access_3_Spoken_0013.txt	C	5.9886	-3.1583	-0.0380	-3.8504	-3.9201	-2.5627	Involved persuasion
Access_3_Spoken_0014.txt	C	17.2853	-5.2217	-3.0499	1.4387	1.1509	-2.0772	Informational interaction
Access_3_Spoken_0015.txt	C	4.7978	-6.1104	-1.8101	-4.6044	-0.0465	-2.1422	Involved persuasion
Access_3_Spoken_0016.txt	C	15.0087	-2.9544	-4.6634	-1.4150	-2.4965	-2.7493	Involved persuasion
Access_3_Spoken_0017.txt	C	12.2313	-6.5601	-0.9644	-1.8085	-1.9156	-2.8433	Involved persuasion
Access_3_Spoken_0018.txt	C	-0.0095	-6.0286	3.4042	-4.6026	-1.6816	-3.1789	Involved persuasion
Access_3_Spoken_0019.txt	C	-0.0293	-5.0902	3.5772	-6.9696	-2.8326	-2.5534	Involved persuasion
Access_3_Spoken_0020.txt	C	-3.8005	-6.7993	5.4736	-6.7485	-1.8907	-1.7759	General narrative exposition
Access_3_Spoken_0021.txt	C	11.0569	1.8361	-1.3760	-2.2712	-3.3398	-1.3546	Imaginative narrative
Access_3_Spoken_0022.txt	C	15.2648	-0.0884	-1.2796	-7.3834	-2.2943	-0.6636	Imaginative narrative
Access_3_Spoken_0023.txt	C	13.8459	-3.2523	3.4094	-1.2187	-2.7915	-1.0795	Involved persuasion
Access_4_Informative_0001.txt	D	-9.9855	-1.9330	1.5812	-5.0102	-0.0675	-2.8286	General narrative exposition
Access_4_Informative_0002.txt	D	-6.9704	-0.7856	4.5418	-0.9992	1.1049	-2.0805	General narrative exposition
Access_4_Informative_0003.txt	D	1.4485	-3.6844	-0.8400	2.3701	-0.1140	-1.7424	Involved persuasion
Access_4_Informative_0004.txt	D	-10.3640	-0.6584	4.0657	-5.2246	-1.5206	-1.3764	General narrative exposition
Access_4_Informative_0005.txt	D	-15.9401	-4.0998	5.2648	-1.9326	-0.6334	-2.4791	Learned exposition
Access_4_Informative_0006.txt	D	-5.0616	-4.9159	7.2577	-4.3340	-3.1738	-3.2017	General narrative exposition
Access_4_Informative_0007.txt	D	-6.6512	-3.1500	5.1211	-6.3378	-1.8700	-0.9177	General narrative exposition
Access_4_Informative_0008.txt	D	-17.2134	-1.5474	7.1946	-5.5882	1.0094	-0.9736	Learned exposition
Access_4_Informative_0009.txt	D	-16.1716	-1.2257	3.1364	-5.1412	0.4266	-2.3979	Learned exposition
Access_4_Informative_0010.txt	D	-5.6721	-1.8501	-2.4243	-3.9831	-1.6570	-1.7540	General narrative exposition
Access_4_Informative_0011.txt	D	-5.2245	-3.6080	0.9101	-5.6610	-1.8387	-1.4719	General narrative exposition
Access_4_Informative_0012.txt	D	-4.7726	-1.4554	-0.4198	-3.4694	0.3392	-2.3245	General narrative exposition
Access_4_Informative_0013.txt	D	9.7092	-6.1018	1.7369	-4.4852	-3.4399	-0.7334	Involved persuasion
Access_4_Instructional_0001.txt	D	-3.7122	-1.8990	2.4350	-3.3513	-3.7247	-2.2662	General narrative exposition
Access_4_Instructional_0002.txt	D	-5.3227	-0.2823	8.3506	-4.7601	-1.3870	-1.1141	General narrative exposition
Access_4_Instructional_0003.txt	D	2.4722	-1.0897	0.8936	-2.0374	-2.3894	-1.3908	Involved persuasion
Access_4_Instructional_0004.txt	D	0.6497	1.8907	1.3245	1.5133	-1.2450	-0.4126	Involved persuasion
Access_4_Instructional_0005.txt	D	4.2563	-0.1213	-0.2864	-0.2485	-2.5137	-2.5477	Involved persuasion
Access_4_Instructional_0006.txt	D	-7.1363	1.4992	2.1006	-2.1677	-2.5718	-2.0089	General narrative exposition
Access_4_Instructional_0007.txt	D	-3.3966	-0.6989	0.4650	-1.5488	-3.7497	-1.0846	General narrative exposition
Access_4_Instructional_0008.txt	D	-0.4976	-2.9375	-2.9995	6.1940	-0.4171	-2.1996	Involved persuasion
Access_4_Instructional_0009.txt	D	0.1281	-1.8391	3.7031	-1.3743	-2.9479	-2.3031	Involved persuasion
Access_4_Instructional_0010.txt	D	-0.5116	-0.8548	2.2972	-1.1264	-3.9201	-0.4460	Involved persuasion
Access_4_Instructional_0011.txt	D	-1.3391	-0.1368	4.7033	-0.9256	-2.7174	-1.6053	Involved persuasion
Access_4_Instructional_0012.txt	D	-2.1526	1.5712	1.0857	-4.0314	-3.3351	-0.5998	General narrative exposition
Access_4_Instructional_0013.txt	D	-1.9926	0.2403	3.2556	3.7910	-0.3837	-0.9177	Involved persuasion
Access_4_Instructional_0014.txt	D	-2.9436	0.2357	1.4214	0.2853	-3.1795	-2.0846	General narrative exposition
Access_4_Instructional_0015.txt	D	-4.4429	-0.9208	-2.0617	-0.4667	-2.3157	-1.0498	General narrative exposition
Access_4_Instructional_0016.txt	D	-3.2664	0.7875	1.9238	1.6261	-2.9967	-2.0736	General narrative exposition
Access_4_Narrative_0001.txt	D	5.2385	1.8276	-0.2983	0.8958	-1.6263	-0.6866	Involved persuasion
Access_4_Narrative_0002.txt	D	15.6764	3.3384	-0.1751	6.4156	-3.3751	-2.0183	Involved persuasion
Access_4_Narrative_0003.txt	D	16.5019	3.9828	-2.9421	0.7431	-0.7639	-2.6324	Imaginative narrative
Access_4_Narrative_0004.txt	D	9.6785	5.7240	0.3361	2.3715	-1.9951	-1.1407	Imaginative narrative
Access_4_Narrative_0005.txt	D	-2.0896	4.3751	-1.2336	0.0082	-1.7656	-2.1410	Imaginative narrative
Access_4_Narrative_0006.txt	D	-4.6252	3.3063	-6.3885	-0.3832	0.0193	-2.5427	General narrative exposition
Access_4_Narrative_0007.txt	D	2.3479	2.0389	-0.6825	-2.6496	-0.9142	-2.3236	Imaginative narrative
Access_4_Narrative_0008.txt	D	9.2191	2.5173	-3.3919	2.2938	-2.0424	-1.7852	Imaginative narrative
Access_4_Narrative_0009.txt	D	-8.2959	0.5156	-1.0396	5.3688	-1.9299	-2.3222	General narrative exposition
Access_4_Narrative_00091.txt	D	-0.6714	5.1133	4.5331	2.1175	-2.5610	-1.9119	Involved persuasion
Access_4_Narrative_0010.txt	D	-3.9629	2.5368	4.1716	-0.0534	0.8971	-1.6312	General narrative exposition
Access_4_Narrative_0011.txt	D	-5.5365	2.6617	-4.4217	-5.5941	0.0658	-1.8258	General narrative exposition
Access_4_Narrative_0012.txt	D	-6.3103	0.5164	1.0283	1.5665	0.1978	-2.2641	General narrative exposition
Access_4_Narrative_0013.txt	D	5.1639	0.0992	-1.6677	-4.4195	-3.6026	-3.4950	Imaginative narrative
Access_4_Narrative_0014.txt	D	-1.2246	5.4654	2.8401	0.9044	1.0155	-1.8369	Imaginative narrative
Access_4_Personal_0001.txt	D	9.9970	-3.4688	0.2696	2.7927	-1.8862	-0.7400	Involved persuasion
Access_4_Personal_0002.txt	D	-2.9789	-0.6795	-2.1232	-3.1400	-1.1405	-1.0436	General narrative exposition
Access_4_Personal_0003.txt	D	-0.6712	0.0579	-0.5955	-0.6954	-2.4211	-2.2064	Involved persuasion
Access_4_Poetry_0001.txt	D	8.0260	-3.8588	-3.3330	-4.8180	-2.0886	0.9528	Involved persuasion
Access_4_Poetry_0002.txt	D	6.2853	-4.0218	6.1825	1.9338	-3.3473	-3.0450	Involved persuasion
Access_4_Poetry_0003.txt	D	-7.4666	-1.9780	2.6953	-5.7419	-0.7635	-1.9400	General narrative exposition
Access_4_Spoken_0001.txt	D	13.0364	-3.2162	-4.9304	-1.9335	-2.8088	-2.3308	Involved persuasion
Access_4_Spoken_0002.txt	D	19.8289	-3.1192	-1.6214	7.0334	-2.1452	-3.2196	Informational interaction
Access_4_Spoken_0003.txt	D	3.6774	-3.2296	-0.6357	-3.7034	4.0974	-2.9503	Involved persuasion
Access_4_Spoken_0004.txt	D	17.9789	-3.5400	-2.1017	-2.6279	-2.4401	-1.7809	Informational interaction
Access_4_Spoken_0005.txt	D	14.6564	-2.2472	0.0849	0.3594	-2.3953	-0.6653	Involved persuasion
Access_4_Spoken_0006.txt	D	20.2564	-4.0270	-3.1128	-0.9489	-2.6646	0.0883	Informational interaction
Access_4_Spoken_0007.txt	D	24.3554	-4.5977	-0.8245	1.5167	-1.3315	-0.6616	Informational interaction
Access_4_Spoken_0008.txt	D	23.5358	-2.7697	-2.9475	1.9987	-0.6823	1.1129	Informational interaction
Access_4_Spoken_0009.txt	D	25.6714	-3.5115	-3.9115	-1.0471	-3.5017	-0.8641	Informational interaction
Access_4_Spoken_0010.txt	D	16.7112	-4.8121	-2.5612	-3.0817	-3.0969	-1.3645	Informational interaction
Access_4_Spoken_0011.txt	D	11.4124	-2.1971	0.2163	3.1778	-3.6986	-2.4508	Involved persuasion
Access_4_Spoken_0012.txt	D	11.7309	-1.2934	2.0080	-3.2530	-2.5845	-2.9862	Involved persuasion
Access_4_Spoken_0013.txt	D	15.6142	-2.4821	-1.2445	2.9046	-3.7398	0.1897	Involved persuasion
Access_4_Spoken_0014.txt	D	10.8782	-3.5421	2.0120	-3.1895	-2.1070	-0.8790	Involved persuasion
Access_4_Spoken_0015.txt	D	8.5920	-3.2339	-0.4187	-1.8627	-1.6345	1.8664	Involved persuasion
Access_4_Spoken_0016.txt	D	7.8249	-5.6452	-1.1630	-0.1344	-3.7106	-1.2239	Involved persuasion
Access_4_Spoken_0017.txt	D	3.4330	-6.0840	1.3066	-2.2444	-2.3541	-1.6774	Involved persuasion
