"Lemma"	"Corpus"
"131"	"go"	"Spoken BNC 2014 sample"
"132"	"say"	"Spoken BNC 2014 sample"
"133"	"hang out"	"Spoken BNC 2014 sample"
"134"	"read"	"Spoken BNC 2014 sample"
"135"	"die"	"Spoken BNC 2014 sample"
"136"	"go"	"Spoken BNC 2014 sample"
"137"	"make"	"Spoken BNC 2014 sample"
"138"	"joke"	"Spoken BNC 2014 sample"
"139"	"do"	"Spoken BNC 2014 sample"
"140"	"go"	"Spoken BNC 2014 sample"
"141"	"go"	"Spoken BNC 2014 sample"
"142"	"go"	"Spoken BNC 2014 sample"
"143"	"feel"	"Spoken BNC 2014 sample"
"144"	"pay"	"Spoken BNC 2014 sample"
"145"	"try"	"Spoken BNC 2014 sample"
"146"	"come"	"Spoken BNC 2014 sample"
"147"	"ask"	"Spoken BNC 2014 sample"
"148"	"say"	"Spoken BNC 2014 sample"
"149"	"have"	"Spoken BNC 2014 sample"
"150"	"have"	"Spoken BNC 2014 sample"
"151"	"have"	"Spoken BNC 2014 sample"
"152"	"happen"	"Spoken BNC 2014 sample"
"153"	"go"	"Spoken BNC 2014 sample"
"154"	"plan"	"Spoken BNC 2014 sample"
"155"	"think"	"Spoken BNC 2014 sample"
"156"	"go"	"Spoken BNC 2014 sample"
"157"	"look forward"	"Spoken BNC 2014 sample"
"158"	"concentrate"	"Spoken BNC 2014 sample"
"159"	"try"	"Spoken BNC 2014 sample"
"160"	"go"	"Spoken BNC 2014 sample"
"161"	"say"	"Spoken BNC 2014 sample"
"162"	"run"	"Spoken BNC 2014 sample"
"163"	"go"	"Spoken BNC 2014 sample"
"164"	"say"	"Spoken BNC 2014 sample"
"165"	"be"	"Spoken BNC 2014 sample"
"166"	"go"	"Spoken BNC 2014 sample"
"167"	"understand"	"Spoken BNC 2014 sample"
"168"	"joke"	"Spoken BNC 2014 sample"
"169"	"say"	"Spoken BNC 2014 sample"
"170"	"think"	"Spoken BNC 2014 sample"
"171"	"think"	"Spoken BNC 2014 sample"
"172"	"take"	"Spoken BNC 2014 sample"
"173"	"shop"	"Spoken BNC 2014 sample"
"174"	"work"	"Spoken BNC 2014 sample"
"175"	"hold"	"Spoken BNC 2014 sample"
"176"	"plan"	"Spoken BNC 2014 sample"
"177"	"think"	"Spoken BNC 2014 sample"
"178"	"knock"	"Spoken BNC 2014 sample"
"179"	"chat"	"Spoken BNC 2014 sample"
"180"	"have"	"Spoken BNC 2014 sample"
"181"	"go"	"Spoken BNC 2014 sample"
"182"	"talk"	"Spoken BNC 2014 sample"
"183"	"say"	"Spoken BNC 2014 sample"
"184"	"hit"	"Spoken BNC 2014 sample"
"185"	"struggle"	"Spoken BNC 2014 sample"
"186"	"sit"	"Spoken BNC 2014 sample"
"187"	"go"	"Spoken BNC 2014 sample"
"188"	"struggle"	"Spoken BNC 2014 sample"
"189"	"do"	"Spoken BNC 2014 sample"
"190"	"clean"	"Spoken BNC 2014 sample"
"191"	"sweat"	"Spoken BNC 2014 sample"
"192"	"sit"	"Spoken BNC 2014 sample"
"193"	"leave"	"Spoken BNC 2014 sample"
"194"	"write"	"Spoken BNC 2014 sample"
"195"	"look"	"Spoken BNC 2014 sample"
"196"	"take"	"Spoken BNC 2014 sample"
"197"	"take"	"Spoken BNC 2014 sample"
"198"	"spit"	"Spoken BNC 2014 sample"
"199"	"cry"	"Spoken BNC 2014 sample"
"200"	"ache"	"Spoken BNC 2014 sample"
"201"	"kick"	"Spoken BNC 2014 sample"
"202"	"lose"	"Spoken BNC 2014 sample"
"203"	"go"	"Spoken BNC 2014 sample"
"204"	"come"	"Spoken BNC 2014 sample"
"205"	"get"	"Spoken BNC 2014 sample"
"206"	"talk"	"Spoken BNC 2014 sample"
"207"	"hassle"	"Spoken BNC 2014 sample"
"208"	"have"	"Spoken BNC 2014 sample"
"209"	"get"	"Spoken BNC 2014 sample"
"210"	"do"	"Spoken BNC 2014 sample"
"211"	"look up"	"Spoken BNC 2014 sample"
"212"	"say"	"Spoken BNC 2014 sample"
"213"	"talk"	"Spoken BNC 2014 sample"
"214"	"do"	"Spoken BNC 2014 sample"
"215"	"say"	"Spoken BNC 2014 sample"
"216"	"go"	"Spoken BNC 2014 sample"
"217"	"put"	"Spoken BNC 2014 sample"
"218"	"take"	"Spoken BNC 2014 sample"
"219"	"get"	"Spoken BNC 2014 sample"
"220"	"make"	"Spoken BNC 2014 sample"
"221"	"pick"	"Spoken BNC 2014 sample"
"222"	"think"	"Spoken BNC 2014 sample"
"223"	"have"	"Spoken BNC 2014 sample"
"224"	"go"	"Spoken BNC 2014 sample"
"225"	"buy"	"Spoken BNC 2014 sample"
"226"	"put"	"Spoken BNC 2014 sample"
"227"	"get up"	"Spoken BNC 2014 sample"
"228"	"mean"	"Spoken BNC 2014 sample"
"229"	"do"	"Spoken BNC 2014 sample"
"230"	"talk"	"Spoken BNC 2014 sample"
"231"	"go"	"Spoken BNC 2014 sample"
"232"	"worry"	"Spoken BNC 2014 sample"
"233"	"talk"	"Spoken BNC 2014 sample"
"234"	"pay"	"Spoken BNC 2014 sample"
"235"	"moan"	"Spoken BNC 2014 sample"
"236"	"take"	"Spoken BNC 2014 sample"
"237"	"say"	"Spoken BNC 2014 sample"
"238"	"nest"	"Spoken BNC 2014 sample"
"239"	"talk"	"Spoken BNC 2014 sample"
"240"	"move"	"Spoken BNC 2014 sample"
"241"	"have"	"Spoken BNC 2014 sample"
"242"	"use"	"Spoken BNC 2014 sample"
"243"	"talk"	"Spoken BNC 2014 sample"
"244"	"disappear"	"Spoken BNC 2014 sample"
"245"	"do"	"Spoken BNC 2014 sample"
"246"	"ask"	"Spoken BNC 2014 sample"
"247"	"come"	"Spoken BNC 2014 sample"
"248"	"try"	"Spoken BNC 2014 sample"
"249"	"think"	"Spoken BNC 2014 sample"
"250"	"cook"	"Spoken BNC 2014 sample"
"251"	"shop"	"Spoken BNC 2014 sample"
"252"	"do"	"Spoken BNC 2014 sample"
"253"	"do"	"Spoken BNC 2014 sample"
"254"	"try"	"Spoken BNC 2014 sample"
"255"	"have"	"Spoken BNC 2014 sample"
"256"	"do"	"Spoken BNC 2014 sample"
"257"	"cheat"	"Spoken BNC 2014 sample"
"258"	"go"	"Spoken BNC 2014 sample"
"259"	"judge"	"Spoken BNC 2014 sample"
"260"	"do"	"Spoken BNC 2014 sample"
"261"	"drive"	"Spoken BNC 2014 sample"
"262"	"munch"	"Spoken BNC 2014 sample"
"263"	"be"	"Spoken BNC 2014 sample"
"264"	"come"	"Spoken BNC 2014 sample"
"265"	"roll"	"Spoken BNC 2014 sample"
"266"	"come"	"Spoken BNC 2014 sample"
"267"	"leave"	"Spoken BNC 2014 sample"
"268"	"think"	"Spoken BNC 2014 sample"
"269"	"fall apart"	"Spoken BNC 2014 sample"
"270"	"cringe"	"Spoken BNC 2014 sample"
"271"	"go"	"Spoken BNC 2014 sample"
"272"	"go out"	"Spoken BNC 2014 sample"
"273"	"turn"	"Spoken BNC 2014 sample"
"274"	"go"	"Spoken BNC 2014 sample"
"275"	"go"	"Spoken BNC 2014 sample"
"276"	"come"	"Spoken BNC 2014 sample"
"277"	"do"	"Spoken BNC 2014 sample"
"278"	"listen"	"Spoken BNC 2014 sample"
"279"	"arrange"	"Spoken BNC 2014 sample"
"280"	"start"	"Spoken BNC 2014 sample"
"281"	"drive"	"Spoken BNC 2014 sample"
"282"	"continue"	"Spoken BNC 2014 sample"
"283"	"watch"	"Spoken BNC 2014 sample"
"284"	"watch"	"Spoken BNC 2014 sample"
"285"	"talk"	"Spoken BNC 2014 sample"
"286"	"get"	"Spoken BNC 2014 sample"
"287"	"think"	"Spoken BNC 2014 sample"
"288"	"try"	"Spoken BNC 2014 sample"
"289"	"go"	"Spoken BNC 2014 sample"
"290"	"try"	"Spoken BNC 2014 sample"
"291"	"cook"	"Spoken BNC 2014 sample"
"292"	"make"	"Spoken BNC 2014 sample"
"293"	"talk"	"Spoken BNC 2014 sample"
"294"	"do"	"Spoken BNC 2014 sample"
"295"	"interrogate"	"Spoken BNC 2014 sample"
"296"	"say"	"Spoken BNC 2014 sample"
"297"	"record"	"Spoken BNC 2014 sample"
"298"	"try"	"Spoken BNC 2014 sample"
"299"	"run"	"Spoken BNC 2014 sample"
"300"	"go"	"Spoken BNC 2014 sample"
"301"	"think"	"Spoken BNC 2014 sample"
"302"	"cut"	"Spoken BNC 2014 sample"
"303"	"make"	"Spoken BNC 2014 sample"
"304"	"risk"	"Spoken BNC 2014 sample"
"305"	"do"	"Spoken BNC 2014 sample"
"306"	"work"	"Spoken BNC 2014 sample"
"307"	"paint"	"Spoken BNC 2014 sample"
"308"	"get"	"Spoken BNC 2014 sample"
"309"	"go"	"Spoken BNC 2014 sample"
"310"	"say"	"Spoken BNC 2014 sample"
"311"	"start"	"Spoken BNC 2014 sample"
"312"	"go"	"Spoken BNC 2014 sample"
"313"	"go"	"Spoken BNC 2014 sample"
"314"	"do"	"Spoken BNC 2014 sample"
"315"	"use"	"Spoken BNC 2014 sample"
"316"	"pay"	"Spoken BNC 2014 sample"
"317"	"say"	"Spoken BNC 2014 sample"
"318"	"say"	"Spoken BNC 2014 sample"
"319"	"give"	"Spoken BNC 2014 sample"
"320"	"go"	"Spoken BNC 2014 sample"
"321"	"fall down"	"Spoken BNC 2014 sample"
"322"	"say"	"Spoken BNC 2014 sample"
"323"	"come"	"Spoken BNC 2014 sample"
"324"	"cut"	"Spoken BNC 2014 sample"
"325"	"queue"	"Spoken BNC 2014 sample"
"326"	"do"	"Spoken BNC 2014 sample"
"327"	"study"	"Spoken BNC 2014 sample"
"328"	"be"	"Spoken BNC 2014 sample"
"329"	"live"	"Spoken BNC 2014 sample"
"330"	"say"	"Spoken BNC 2014 sample"
"331"	"drink"	"Spoken BNC 2014 sample"
"332"	"do"	"Spoken BNC 2014 sample"
"333"	"pay"	"Spoken BNC 2014 sample"
"334"	"look"	"Spoken BNC 2014 sample"
"335"	"bask in"	"Spoken BNC 2014 sample"
"336"	"hamper"	"Spoken BNC 2014 sample"
"337"	"do"	"Spoken BNC 2014 sample"
"338"	"say"	"Spoken BNC 2014 sample"
"339"	"be"	"Spoken BNC 2014 sample"
"340"	"do"	"Spoken BNC 2014 sample"
"341"	"do"	"Spoken BNC 2014 sample"
"342"	"look for"	"Spoken BNC 2014 sample"
"343"	"make"	"Spoken BNC 2014 sample"
"344"	"drive"	"Spoken BNC 2014 sample"
"345"	"go"	"Spoken BNC 2014 sample"
"346"	"pay"	"Spoken BNC 2014 sample"
"347"	"eat"	"Spoken BNC 2014 sample"
"348"	"do"	"Spoken BNC 2014 sample"
"349"	"go"	"Spoken BNC 2014 sample"
"350"	"add"	"Spoken BNC 2014 sample"
"351"	"go"	"Spoken BNC 2014 sample"
"352"	"wait"	"Spoken BNC 2014 sample"
"353"	"think"	"Spoken BNC 2014 sample"
"354"	"do"	"Spoken BNC 2014 sample"
"355"	"get"	"Spoken BNC 2014 sample"
"356"	"go"	"Spoken BNC 2014 sample"
"357"	"have"	"Spoken BNC 2014 sample"
"358"	"look"	"Spoken BNC 2014 sample"
"359"	"get"	"Spoken BNC 2014 sample"
"360"	"talk"	"Spoken BNC 2014 sample"
"361"	"use"	"Spoken BNC 2014 sample"
"362"	"record"	"Spoken BNC 2014 sample"
"363"	"do"	"Spoken BNC 2014 sample"
"364"	"set"	"Spoken BNC 2014 sample"
"365"	"struggle"	"Spoken BNC 2014 sample"
"366"	"tell"	"Spoken BNC 2014 sample"
"367"	"go"	"Spoken BNC 2014 sample"
"368"	"talk"	"Spoken BNC 2014 sample"
"369"	"think"	"Spoken BNC 2014 sample"
"370"	"wait"	"Spoken BNC 2014 sample"
"371"	"have"	"Spoken BNC 2014 sample"
"372"	"run"	"Spoken BNC 2014 sample"
"373"	"talk"	"Spoken BNC 2014 sample"
"374"	"think"	"Spoken BNC 2014 sample"
"375"	"go out"	"Spoken BNC 2014 sample"
"376"	"do"	"Spoken BNC 2014 sample"
"377"	"come"	"Spoken BNC 2014 sample"
"378"	"do"	"Spoken BNC 2014 sample"
"379"	"come"	"Spoken BNC 2014 sample"
"380"	"argue"	"Spoken BNC 2014 sample"
"381"	"happen"	"Spoken BNC 2014 sample"
"382"	"come"	"Spoken BNC 2014 sample"
"383"	"go"	"Spoken BNC 2014 sample"
"384"	"live"	"Spoken BNC 2014 sample"
"385"	"go"	"Spoken BNC 2014 sample"
"386"	"look for"	"Spoken BNC 2014 sample"
"387"	"kid"	"Spoken BNC 2014 sample"
"388"	"do"	"Spoken BNC 2014 sample"
"389"	"choke"	"Spoken BNC 2014 sample"
"390"	"talk"	"Spoken BNC 2014 sample"
"391"	"talk"	"Spoken BNC 2014 sample"
"392"	"tell"	"Spoken BNC 2014 sample"
"393"	"sell"	"Spoken BNC 2014 sample"
"394"	"think"	"Spoken BNC 2014 sample"
"395"	"drive"	"Spoken BNC 2014 sample"
"396"	"say"	"Spoken BNC 2014 sample"
"397"	"concentrate"	"Spoken BNC 2014 sample"
"398"	"twist"	"Spoken BNC 2014 sample"
"399"	"get"	"Spoken BNC 2014 sample"
"400"	"go"	"Spoken BNC 2014 sample"
"401"	"do"	"Spoken BNC 2014 sample"
"402"	"harm"	"Spoken BNC 2014 sample"
"403"	"make"	"Spoken BNC 2014 sample"
"404"	"be"	"Spoken BNC 2014 sample"
"405"	"skinny-dip"	"Spoken BNC 2014 sample"
"406"	"read"	"Spoken BNC 2014 sample"
"407"	"consider"	"Spoken BNC 2014 sample"
"408"	"do"	"Spoken BNC 2014 sample"
"409"	"pay"	"Spoken BNC 2014 sample"
"410"	"try"	"Spoken BNC 2014 sample"
"411"	"walk"	"Spoken BNC 2014 sample"
"412"	"go"	"Spoken BNC 2014 sample"
"413"	"turn"	"Spoken BNC 2014 sample"
"414"	"do"	"Spoken BNC 2014 sample"
"415"	"say"	"Spoken BNC 2014 sample"
"416"	"laugh"	"Spoken BNC 2014 sample"
"417"	"have"	"Spoken BNC 2014 sample"
"418"	"say"	"Spoken BNC 2014 sample"
"419"	"say"	"Spoken BNC 2014 sample"
"420"	"push out"	"Spoken BNC 2014 sample"
"421"	"go"	"Spoken BNC 2014 sample"
"422"	"say"	"Spoken BNC 2014 sample"
"423"	"talk"	"Spoken BNC 2014 sample"
"424"	"go"	"Spoken BNC 2014 sample"
"425"	"call"	"Spoken BNC 2014 sample"
"426"	"cry"	"Spoken BNC 2014 sample"
"427"	"use"	"Spoken BNC 2014 sample"
"428"	"look for"	"Spoken BNC 2014 sample"
"429"	"do"	"Spoken BNC 2014 sample"
"430"	"think"	"Spoken BNC 2014 sample"
"431"	"say"	"Spoken BNC 2014 sample"
"432"	"dying"	"Spoken BNC 2014 sample"
"433"	"talk"	"Spoken BNC 2014 sample"
"434"	"come in"	"Spoken BNC 2014 sample"
"435"	"pay"	"Spoken BNC 2014 sample"
"436"	"think"	"Spoken BNC 2014 sample"
"437"	"go"	"Spoken BNC 2014 sample"
"438"	"say"	"Spoken BNC 2014 sample"
"439"	"come"	"Spoken BNC 2014 sample"
"440"	"say"	"Spoken BNC 2014 sample"
"441"	"say"	"Spoken BNC 2014 sample"
"442"	"do"	"Spoken BNC 2014 sample"
"443"	"lean in"	"Spoken BNC 2014 sample"
"444"	"concentrate"	"Spoken BNC 2014 sample"
"445"	"drip"	"Spoken BNC 2014 sample"
"446"	"gear up"	"Spoken BNC 2014 sample"
"447"	"read"	"Spoken BNC 2014 sample"
"448"	"go"	"Spoken BNC 2014 sample"
"449"	"go"	"Spoken BNC 2014 sample"
"450"	"talk"	"Spoken BNC 2014 sample"
"451"	"fly"	"Spoken BNC 2014 sample"
"452"	"look for"	"Spoken BNC 2014 sample"
"453"	"become"	"Spoken BNC 2014 sample"
"454"	"dissect"	"Spoken BNC 2014 sample"
"455"	"come"	"Spoken BNC 2014 sample"
"456"	"do"	"Spoken BNC 2014 sample"
"457"	"hold up"	"Spoken BNC 2014 sample"
"458"	"come off"	"Spoken BNC 2014 sample"
"459"	"do"	"Spoken BNC 2014 sample"
"460"	"record"	"Spoken BNC 2014 sample"
"461"	"work"	"Spoken BNC 2014 sample"
"462"	"try"	"Spoken BNC 2014 sample"
"463"	"get into"	"Spoken BNC 2014 sample"
"464"	"recycle"	"Spoken BNC 2014 sample"
"465"	"cosy up"	"Spoken BNC 2014 sample"
"466"	"spit"	"Spoken BNC 2014 sample"
"467"	"do"	"Spoken BNC 2014 sample"
"468"	"sit"	"Spoken BNC 2014 sample"
"469"	"talk"	"Spoken BNC 2014 sample"
"470"	"say"	"Spoken BNC 2014 sample"
"471"	"annoy"	"Spoken BNC 2014 sample"
"472"	"eat"	"Spoken BNC 2014 sample"
"473"	"come back"	"Spoken BNC 2014 sample"
"474"	"say"	"Spoken BNC 2014 sample"
"475"	"lie"	"Spoken BNC 2014 sample"
"476"	"sit"	"Spoken BNC 2014 sample"
"477"	"crumble"	"Spoken BNC 2014 sample"
"478"	"try"	"Spoken BNC 2014 sample"
"479"	"expect"	"Spoken BNC 2014 sample"
"480"	"say"	"Spoken BNC 2014 sample"
"481"	"drink"	"Spoken BNC 2014 sample"
"482"	"do"	"Spoken BNC 2014 sample"
"483"	"love"	"Spoken BNC 2014 sample"
"484"	"look"	"Spoken BNC 2014 sample"
"485"	"listen"	"Spoken BNC 2014 sample"
"486"	"miss"	"Spoken BNC 2014 sample"
"487"	"think"	"Spoken BNC 2014 sample"
"488"	"talk"	"Spoken BNC 2014 sample"
"489"	"cross"	"Spoken BNC 2014 sample"
"490"	"plan"	"Spoken BNC 2014 sample"
"491"	"get"	"Spoken BNC 2014 sample"
"492"	"test"	"Spoken BNC 2014 sample"
"493"	"let"	"Spoken BNC 2014 sample"
"494"	"look for"	"Spoken BNC 2014 sample"
"495"	"say"	"Spoken BNC 2014 sample"
"496"	"work"	"Spoken BNC 2014 sample"
"497"	"run"	"Spoken BNC 2014 sample"
"498"	"pull"	"Spoken BNC 2014 sample"
"499"	"go"	"Spoken BNC 2014 sample"
"500"	"laze around"	"Spoken BNC 2014 sample"
"501"	"go"	"Spoken BNC 2014 sample"
"502"	"go round"	"Spoken BNC 2014 sample"
"503"	"have"	"Spoken BNC 2014 sample"
"504"	"buy"	"Spoken BNC 2014 sample"
"505"	"say"	"Spoken BNC 2014 sample"
"506"	"do"	"Spoken BNC 2014 sample"
"507"	"go out"	"Spoken BNC 2014 sample"
"508"	"look"	"Spoken BNC 2014 sample"
"509"	"get"	"Spoken BNC 2014 sample"
"510"	"take"	"Spoken BNC 2014 sample"
"511"	"confuse"	"Spoken BNC 2014 sample"
"512"	"feel"	"Spoken BNC 2014 sample"
"513"	"go"	"Spoken BNC 2014 sample"
"514"	"talk"	"Spoken BNC 2014 sample"
"515"	"wear"	"Spoken BNC 2014 sample"
"516"	"go"	"Spoken BNC 2014 sample"
"517"	"feel"	"Spoken BNC 2014 sample"
"518"	"concentrate"	"Spoken BNC 2014 sample"
"519"	"come up"	"Spoken BNC 2014 sample"
"520"	"say"	"Spoken BNC 2014 sample"
"521"	"look for"	"Spoken BNC 2014 sample"
"522"	"have"	"Spoken BNC 2014 sample"
"523"	"make"	"Spoken BNC 2014 sample"
"524"	"sit"	"Spoken BNC 2014 sample"
"525"	"drink"	"Spoken BNC 2014 sample"
"526"	"kid"	"Spoken BNC 2014 sample"
"527"	"tell"	"Spoken BNC 2014 sample"
"528"	"put"	"Spoken BNC 2014 sample"
"529"	"build"	"Spoken BNC 2014 sample"
"530"	"phone"	"Spoken BNC 2014 sample"
"531"	"look for"	"Spoken BNC 2014 sample"
"532"	"come"	"Spoken BNC 2014 sample"
"533"	"think"	"Spoken BNC 2014 sample"
"534"	"move"	"Spoken BNC 2014 sample"
"535"	"do"	"Spoken BNC 2014 sample"
"536"	"twitch"	"Spoken BNC 2014 sample"
"537"	"come"	"Spoken BNC 2014 sample"
"538"	"have"	"Spoken BNC 2014 sample"
"539"	"go"	"Spoken BNC 2014 sample"
"540"	"go on"	"Spoken BNC 2014 sample"
"541"	"develop"	"Spoken BNC 2014 sample"
"542"	"come out"	"Spoken BNC 2014 sample"
"543"	"start"	"Spoken BNC 2014 sample"
"544"	"think"	"Spoken BNC 2014 sample"
"545"	"get"	"Spoken BNC 2014 sample"
"546"	"go"	"Spoken BNC 2014 sample"
"547"	"enjoy"	"Spoken BNC 2014 sample"
"548"	"do"	"Spoken BNC 2014 sample"
"549"	"close"	"Spoken BNC 2014 sample"
"550"	"do"	"Spoken BNC 2014 sample"
"551"	"talk"	"Spoken BNC 2014 sample"
"552"	"use"	"Spoken BNC 2014 sample"
"553"	"get"	"Spoken BNC 2014 sample"
"554"	"get"	"Spoken BNC 2014 sample"
"555"	"link"	"Spoken BNC 2014 sample"
"556"	"say"	"Spoken BNC 2014 sample"
"557"	"put"	"Spoken BNC 2014 sample"
"558"	"extend"	"Spoken BNC 2014 sample"
"559"	"have"	"Spoken BNC 2014 sample"
"560"	"become"	"Spoken BNC 2014 sample"
"561"	"travel"	"Spoken BNC 2014 sample"
"562"	"say"	"Spoken BNC 2014 sample"
"563"	"say"	"Spoken BNC 2014 sample"
"564"	"put"	"Spoken BNC 2014 sample"
"565"	"clean"	"Spoken BNC 2014 sample"
"566"	"sit"	"Spoken BNC 2014 sample"
"567"	"live"	"Spoken BNC 2014 sample"
"568"	"walk"	"Spoken BNC 2014 sample"
"569"	"park"	"Spoken BNC 2014 sample"
"570"	"come"	"Spoken BNC 2014 sample"
