Register	Level	Textbook	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
spoken	A	Access		is coming		come			present	A		future	yes	no			E
spoken	A	Access		're going					GOING TO	A		present	yes	no			E
spoken	A	Access		is the living					NOT progressive	A		present	yes	no			E
spoken	A	Access		is training					NOT progressive	A		present	yes	no			E
spoken	A	Access		are: - seagulls crying					NOT progressive	A		present	yes	no			E
spoken	A	Access		being raised and catching					NOT progressive	A		present	yes	no			E
spoken	A	Access		are you coming		come			present	A	q	present	yes	no			E
spoken	A	Green Line		's your - er					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		're boring					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		Is the living					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		are in the living					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		're thirty-two					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		is just starting		start			present	A		present	no	no			E
spoken	A	Green Line		're looking		look	c		present	A		present	yes	no			E
spoken	A	Green Line		Are you still looking		look			present	A		present	yes	no			E
spoken	A	Green Line		'm chasing		chase	c		present	A		present	yes	no			E
spoken	A	Green Line		isn't looking		look	c	n	present	A		present	yes	no			E
spoken	A	Green Line		's going		go			present	A		present	yes	no			E
spoken	A	Green Line		'm still waiting		wait	c		present	A		present	yes	no			E
spoken	A	Green Line		aren't helping		help	c	n	present	A		present	unclear	yes			E
spoken	A	Green Line		'm texting		text	c		present	A		present	yes	no			E
spoken	A	Green Line		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Green Line		're playing		play	c		present	A		present	yes	no			E
spoken	A	Green Line		'm coming		come	c		present	A		present	yes	no			E
spoken	A	Green Line		're building		build	c		present	A		present	yes	no			E
spoken	A	Green Line		're building		build	c		present	A		present	yes	no			E
spoken	A	Green Line		aren't building		build	c	n	present	A		present	yes	no			E
spoken	A	Green Line		are you sitting		sit			present	A	q	present	yes	no			E
spoken	A	Green Line		are sitting		sit			present	A		present	yes	no			E
spoken	A	Green Line		is waiting		wait			present	A		present	yes	no			E
spoken	A	Green Line		is sleeping		sleep			present	A		present	yes	no			E
spoken	A	Green Line		'm going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		are you going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		'm not going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		aren't going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		are you going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		's going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		are you going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		'm going					GOING TO	A		present	yes	no			E
spoken	A	Green Line		's boring					NOT progressive	A		present	yes	no			E
spoken	A	Green Line		are they saying		say			present	A	q	present	yes	unclear			E
spoken	A	Green Line		is going		go			present	A		present	yes	no			E
spoken	A	Green Line		am learning		learn			present	A		present	yes	no			E
spoken	A	Green Line		am sitting		sit			present	A		present	yes	no			E
spoken	A	Green Line		are surfing		surf			present	A		present	yes	no			E
spoken	A	Green Line		are flying		fly			present	A		present	yes	no			E
spoken	A	Green Line		is falling		fall			present	A		present	yes	no			E
spoken	A	New Green Line		'm here in the living					NOT progressive	A		present	yes	no			E
spoken	A	New Green Line		is cycling					NOT progressive	A		present	yes	no			E
spoken	A	New Green Line		's a school for dancing					NOT progressive	A		present	yes	no			E
spoken	A	New Green Line		'm looking		look	c		present	A		present	yes	no			E
spoken	A	New Green Line		's drinking		drink	c		present	A		present	yes	no			E
spoken	A	New Green Line		Are you really planning		plan			present	A	q	present	yes	no			E
spoken	A	New Green Line		's coming		come	c		present	A		future	yes	no			E
spoken	A	New Green Line		'm staying		stay	c		present	A		present	yes	no			E
spoken	A	New Green Line		are you doing		do			present	A	q	present	yes	no			E
spoken	A	New Green Line		Is Holly talking		talk			present	A	q	present	yes	no			E
spoken	A	New Green Line		's holding		hold	c		present	A		present	yes	no			E
spoken	A	New Green Line		is standing		stand			present	A		present	yes	no			E
spoken	A	New Green Line		're blocking		block	c		present	A		present	yes	no			E
spoken	A	New Green Line		are you going					GOING TO	A		present	yes	no			E
spoken	A	New Green Line		'm going					GOING TO	A		present	yes	no			E
spoken	A	New Green Line		'm making		make	c		present	A		present	yes	no			E
spoken	A	New Green Line		are standing		stand			present	A		present	yes	no			E
spoken	A	New Green Line		'm into reading					NOT progressive	A		present	yes	no			E
spoken	A	New Green Line		's here in the waiting					NOT progressive	A		present	yes	no			E
spoken	A	New Green Line		'm wondering		wonder	c		present	A		present	yes	no	politeness or softening		E
spoken	A	New Green Line		're talking		talk	c		present	A		present	yes	no			E
spoken	A	New Green Line		'm clearing		clear	c		present	A		present	yes	no			E
spoken	A	New Green Line		'm coming		come	c		present	A		present	yes	no			E
spoken	A	New Green Line		'm calling		call	c		present	A		present	no	no			E
spoken	A	New Green Line		's organising		organise	c		present	A		present	yes	no			E
spoken	A	New Green Line		're learning		learn	c		present	A		present	yes	no			E
spoken	A	New Green Line		is just starting		start			present	A		present	no	no			E
spoken	A	New Green Line		are you talking		talk			present	A	q	present	yes	no			E
spoken	A	New Green Line		's moving		move	c		present	A		present	yes	no			E
spoken	A	New Green Line		'm falling		fall	c		present	A		present	yes	no			E
spoken	A	New Green Line		are you wishing		wish			present	A	q	present	yes	no			E
spoken	A	New Green Line		're making		make	c		present	A		present	yes	no			E
spoken	A	New Green Line		are you having		have			present	A	q	present	yes	no			E
spoken	A	New Green Line		are you sitting		sit			present	A	q	present	yes	no			E
spoken	A	New Green Line		are you wearing		wear			present	A	q	present	yes	no			E
spoken	A	New Green Line		're wearing		wear	c		present	A		present	yes	no			E
spoken	A	New Green Line		's wearing		wear	c		present	A		present	yes	no			E
spoken	A	New Green Line		'm having		have	c		present	A		present	yes	no			E
spoken	A	New Green Line		're just watching		watch	c		present	A		present	yes	no			E
spoken	A	New Green Line		is shopping		shop			present	A	q	present	yes	no			E
spoken	A	New Green Line		'm just planning		plan	c		present	A		present	yes	no			E
spoken	A	Achievers		'm not feeling		feel	c	n	present	A		present	yes	no			E
spoken	A	Achievers		're standing		stand	c		present	A		present	yes	no			E
spoken	A	Achievers		are ringing		ring			present	A		present	yes	no			E
spoken	A	Achievers		are exploding		explode			present	A		present	yes	no			E
spoken	A	Achievers		are watching		watch			present	A		present	yes	no			E
spoken	A	Achievers		are watching and listening		listen			present	A		present	yes	no			E
spoken	A	Achievers		's happening		happen	c		present	A		present	yes	no			E
spoken	A	Achievers		're all having		have	c		present	A		present	yes	no			E
spoken	A	Achievers		are singing		sing			present	A		present	yes	no			E
spoken	A	Achievers		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Achievers		're all waiting		wait	c		present	A		present	yes	no			E
spoken	A	Achievers		're all feeling		feel	c		present	A		present	yes	no			E
spoken	A	Achievers		are sleeping		sleep			present	A		present	yes	no			E
spoken	A	Achievers		's snowing		snow	c		present	A		present	yes	no			E
spoken	A	Achievers		're preparing		prepare	c		present	A		present	yes	no			E
spoken	A	Achievers		are cooking		cook			present	A		present	yes	no			E
spoken	A	Achievers		we’re all partying		party	c		present	A		present	yes	no			E
spoken	A	Achievers		's having		have	c		present	A		present	yes	no			E
spoken	A	Achievers		aren't celebrating		celebrate	c	n	present	A		present	yes	no			E
spoken	A	Achievers		are having		have			present	A		present	yes	no			E
spoken	A	Achievers		Are the students studying		study			present	A	q	present	yes	no			E
spoken	A	Achievers		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Achievers		'm washing		wash	c		present	A		present	yes	no			E
spoken	A	Achievers		Is Amanda coming		come			present	A	q	future	yes	no			E
spoken	A	Achievers		's doing		do	c		present	A		present	yes	no			E
spoken	A	Achievers		Are you having		have			present	A	q	present	yes	no			E
spoken	A	Achievers		Are you enjoying		enjoy			present	A	q	present	yes	yes			E
spoken	A	Achievers		're doing		do	c		present	A		present	yes	no			E
spoken	A	Achievers		'm going					GOING TO	A		present	yes	no			E
spoken	A	Achievers		'm reporting		report	c		present	A		present	yes	no			E
spoken	A	Achievers		's staying		stay	c		present	A		present	yes	no			E
spoken	A	Achievers		'm looking		look	c		present	A		present	yes	no			E
spoken	A	English in Mind		are you doing		do			present	A		present	yes	no			E
spoken	A	English in Mind		'm reading		read	c		present	A		present	yes	no			E
spoken	A	English in Mind		's taking		take	c		present	A		present	yes	no			E
spoken	A	English in Mind		'm looking		look	c		present	A		present	yes	no			E
spoken	A	English in Mind		'm sitting		sit	c		present	A		present	yes	no			E
spoken	A	English in Mind		'm not having		have	c	n	present	A		present	yes	no			E
spoken	A	English in Mind		's reading		read	c		present	A		present	yes	no			E
spoken	A	English in Mind		's talking		talk	c		present	A		present	yes	no			E
spoken	A	English in Mind		are going					GOING TO	A		present	yes	no			E
spoken	A	English in Mind		's studying		study	c		present	A		present	yes	no			E
spoken	A	English in Mind		'm just writing		write	c		present	A		present	yes	no			E
spoken	A	English in Mind		're watching		watch	c		present	A		present	yes	no			E
spoken	A	English in Mind		're playing		play	c		present	A		present	yes	no			E
spoken	A	English in Mind		are you going		go			present	A		present	yes	no			E
spoken	A	English in Mind		'm going		go			present	A		future	yes	no			E
spoken	A	English in Mind		're' watching		watch	c		present	A		present	yes	no			E
spoken	A	English in Mind		're having		have			present	A		future	yes	no			E
spoken	A	English in Mind		'm going					GOING TO	A		present	yes	no			E
spoken	A	English in Mind		'm going		go			present	A		future	yes	no			E
spoken	A	English in Mind		's wearing		wear	c		present	A		present	yes	no			E
spoken	A	English in Mind		'm using		use	c		present	A		present	yes	no			E
spoken	A	English in Mind		are you doing		do			present	A	q	present	yes	no			E
spoken	A	English in Mind		're in the living					NOT progressive	A		present	yes	no			E
spoken	A	English in Mind		'm just sitting		sit	c		present	A		present	yes	no			E
spoken	A	English in Mind		be joking		joke			modal	A		present	yes	no		unsure	E
spoken	A	Solutions		'm playing		play	c		present	A		future	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm putting		put	c		present	A		present	yes	no			E
spoken	A	Solutions		are you eating		eat			present	A	q	present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		're wearing		wear	c		present	A		present	yes	no			E
spoken	A	Solutions		Are you paying		play			present	A	q	present	yes	no			E
spoken	A	Solutions		is repairing		repair			present	A		present	yes	no			E
spoken	A	Solutions		're eating		eat	c		present	A		present	yes	no			E
spoken	A	Solutions		are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Is he going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		aren't going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Are you coming		come			present	A	q	future	yes	no			E
spoken	A	Solutions		am really interested in working					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		'm enjoying		enjoy	c		present	A		present	yes	no			E
spoken	A	Solutions		'm not looking		look forward	c	n	present	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		is always changing		change			present	A		past/present	yes	no			E
spoken	A	Solutions		'm meeting		meet	c		present	A		present	yes	no			E
spoken	A	Solutions		are running		run			present	A		future	no	no			E
spoken	A	Solutions		'm really looking		look forward			present	A		present	yes	no			E
spoken	A	Solutions		Isn't it very tiring					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		're saying		say	c		present	A		past	no	no	emphasis/shock		E
spoken	A	Solutions		'm running		run	c		present	A		present	no	no			E
spoken	A	Solutions		am beginning		begin			present	A		past/present	yes	no			E
spoken	A	Solutions		are talking		talk			present	A		present	yes	no			E
spoken	A	Solutions		be discovered using					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		were still coming		come			past	A		past	no	yes		pragmatics?	E
spoken	A	Solutions		are playing		play			present	A		present	yes	yes			E
spoken	A	Solutions		aren't playing		play	c	n	present	A		present	yes	no			E
spoken	A	Solutions		is becoming		become			present	A		past/present	yes	no			E
spoken	A	Solutions		are going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		are going to start earning					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm cleaning		clean	c		present	A		present	yes	no			E
spoken	A	Solutions		's happening		happen			present	A		present	yes	no			E
spoken	A	Solutions		'm dying		die	c		present	A		present	yes	no			E
spoken	A	Solutions		'm dying		die	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm trying		try	c		present	A		present	yes	no			E
spoken	A	Solutions		's a skipping					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		'm trying		try	c		present	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		are you looking		look			present	A	q	present	yes	no			E
spoken	A	Solutions		are you looking		look			present	A	q	present	yes	no			E
spoken	A	Solutions		is going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		is going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		are arriving		arrive			present	A		future	yes	no			E
spoken	A	Solutions		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		's changing		change	c		present	A		present	yes	no			E
spoken	A	Solutions		's going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		are sitting		sit			present	A		present	yes	no			E
spoken	A	Solutions		is playing		play			present	A		present	yes	no			E
spoken	A	Solutions		's reading		read	c		present	A		present	yes	no			E
spoken	A	Solutions		is looking		smile			present	A		present	yes	no			E
spoken	A	Solutions		is looking		look			present	A		present	yes	no			E
spoken	A	Solutions		're having		have	c		present	A		present	yes	no			E
spoken	A	Solutions		are using		use			present	A		present	yes	no			E
spoken	A	Solutions		isn't using		use	c	n	present	A		present	yes	no			E
spoken	A	Solutions		's using		use	c		present	A		present	yes	no			E
spoken	A	Solutions		's probably listening		listen	c		present	A		present	yes	no			E
spoken	A	Solutions		isn't doing		do	c	n	present	A		present	yes	no			E
spoken	A	Solutions		is playing		play			present	A		present	yes	no			E
spoken	A	Solutions		is listening		listen			present	A		present	yes	no			E
spoken	A	Solutions		is using		use			present	A		present	yes	no			E
spoken	A	Solutions		are smiling		smile			present	A		present	yes	no			E
spoken	A	Solutions		are sitting		sit			present	A		present	yes	no			E
spoken	A	Solutions		is sitting		sit			present	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		is to understand that moving					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		aren't going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		'm going shopping					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		are going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm not going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		isn't working		work	c	n	present	A		present	yes	yes			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		're going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		Are you going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		'm going					GOING TO	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm scanning		scan	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm printing		print	c		present	A		present	yes	no			E
spoken	A	Solutions		are you laughing		laugh			present	A	q	present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm posting		post	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm deleting		delete	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm surfing		surf	c		present	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		isn't working		work	c	n	present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		are you writing		write			present	A	q	present	yes	no			E
spoken	A	Solutions		is really annoying					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		isn't working		work	c	n	present	A		present	yes	no			E
spoken	A	Solutions		Are you sharing		share			present	A	q	present	yes	no			E
spoken	A	Solutions		'm meeting		meet	c		present	A		future	yes	no			E
spoken	A	Solutions		is playing		play			present	A		future	yes	no			E
spoken	A	Solutions		's working		work	c		present	A		present	yes	no			E
spoken	A	Solutions		'm talking		talk	c		present	A		present	yes	no			E
spoken	A	Solutions		'm talking		talk	c		present	A		present	yes	no			E
spoken	A	Solutions		are looking		look			present	A		present	yes	no			E
spoken	A	Solutions		isn't working		work	c	n	present	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		's perfect for eating					NOT progressive	A		present	yes	no			E
spoken	A	Solutions		're coming		come	c		present	A		present	yes	no			E
spoken	A	Solutions		aren't moving		move	c	n	present	A		present	yes	no			E
spoken	A	Solutions		's boarding		board	c		present	A		present	yes	no			E
spoken	A	Solutions		is starting		start	c		present	A		present	no	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		are you going		go			present	A	q	future	yes	no			E
spoken	A	Solutions		're going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		are you wearing		wear			present	A	q	future	yes	no		“you always wear”	E
spoken	A	Solutions		are you wearing		wear			present	A	q	present	yes	no			E
spoken	A	Solutions		are you selling		sell			present	A	q	present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm making		make	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		'm holding		hold	c		present	A		present	yes	no			E
spoken	A	Solutions		'm sitting		sit	c		present	A		present	yes	no			E
spoken	A	Solutions		're waiting		wait	c		present	A		present	yes	no			E
spoken	A	Solutions		aren't playing		play	c	n	present	A		present	yes	no			E
spoken	A	Solutions		'm leaving		leave	c		present	A		present	yes	no			E
spoken	A	Solutions		'm looking		look	c		present	A		present	yes	no			E
spoken	A	Solutions		'm not having		have	c	n	present	A		present	yes	no			E
spoken	A	Solutions		're helping		help	c		present	A		present	yes	no			E
spoken	A	Solutions		are giving		give			present	A		general	yes	no			E
spoken	A	Solutions		'm studying		study	c		present	A		present	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	present	yes	no			E
spoken	A	Solutions		'm just doing		do	c		present	A		present	yes	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
spoken	A	Solutions		'm playing		play	c		present	A		future	yes	no			E
spoken	A	Solutions		are you doing		do			present	A	q	future	yes	no			E
spoken	A	Solutions		'm going		go	c		present	A		future	yes	no			E
